ordinal,rva,rva_hex,name,demangled,symbol_type,namespace,class_name,function_name,parameters,const,static,virtual,is_vftable,is_vbtable,is_rtti,demangle_ok
1,0,0x0,??0Structure@Su39@AFM@@QEAA@$$QEAV012@@Z,public: __cdecl AFM::Su39::Structure::Structure(class AFM::Su39::Structure &&),method,AFM::Su39,Structure,Structure,class AFM::Su39::Structure &&,False,False,False,False,False,False,True
2,1,0x1,??0Structure@Su39@AFM@@QEAA@AEBV012@@Z,public: __cdecl AFM::Su39::Structure::Structure(class AFM::Su39::Structure const &),method,AFM::Su39,Structure,Structure,class AFM::Su39::Structure const &,False,False,False,False,False,False,True
3,2,0x2,??0Structure@Su39@AFM@@QEAA@XZ,public: __cdecl AFM::Su39::Structure::Structure(void),method,AFM::Su39,Structure,Structure,void,False,False,False,False,False,False,True
4,3,0x3,??1Structure@Su39@AFM@@UEAA@XZ,public: virtual __cdecl AFM::Su39::Structure::~Structure(void),method,AFM::Su39,Structure,~Structure,void,False,False,True,False,False,False,True
5,4,0x4,??4Structure@Su39@AFM@@QEAAAEAV012@$$QEAV012@@Z,public: class AFM::Su39::Structure & __cdecl AFM::Su39::Structure::operator=(class AFM::Su39::Structure &&),symbol,,,,,False,False,False,False,False,False,True
6,5,0x5,??4Structure@Su39@AFM@@QEAAAEAV012@AEBV012@@Z,public: class AFM::Su39::Structure & __cdecl AFM::Su39::Structure::operator=(class AFM::Su39::Structure const &),symbol,,,,,False,False,False,False,False,False,True
7,6,0x6,??_7Structure@Su39@AFM@@6BShared@2@@,const AFM::Su39::Structure::`vftable'{for `AFM::Shared'},vftable,,,,,False,False,False,True,False,False,True
8,7,0x7,??_7Structure@Su39@AFM@@6BTerrainAccess@2@@,const AFM::Su39::Structure::`vftable'{for `AFM::TerrainAccess'},vftable,,,,,False,False,False,True,False,False,True
9,8,0x8,??_8Structure@Su39@AFM@@7B@,const AFM::Su39::Structure::`vbtable',vbtable,,,,,False,False,False,False,True,False,True
10,9,0x9,??_DStructure@Su39@AFM@@QEAAXXZ,public: void __cdecl AFM::Su39::Structure::`vbase dtor'(void),function,,,dtor',void,False,False,False,False,False,False,True
11,10,0xA,?Create@Structure@Su39@AFM@@SAPEAVStructureBase@3@XZ,public: static class AFM::StructureBase * __cdecl AFM::Su39::Structure::Create(void),method,AFM::Su39,Structure,Create,void,False,True,False,False,False,False,True
12,11,0xB,?initialize@Su39@AFM@@YA_NXZ,bool __cdecl AFM::Su39::initialize(void),method,AFM,Su39,initialize,void,False,False,False,False,False,False,True
13,12,0xC,?uninitialize@Su39@AFM@@YAXXZ,void __cdecl AFM::Su39::uninitialize(void),method,AFM,Su39,uninitialize,void,False,False,False,False,False,False,True
